,population
11516,3220
11517,4330
11518,1780
11519,1230
11520,2160
11521,1400
11522,1900
11523,2910
11524,2960
11525,2010
11526,3760
11527,1020
11528,1290
11529,890
11530,1620
11531,3360
11532,2930
11533,2940
11534,1080
11535,4560
11536,1010
11537,1790
11538,2060
11539,1150
11540,4030
11541,2020
11542,2740
11543,1930
11544,2500
11545,2080
11546,1460
11547,3290
11548,1540
11549,1310
11550,2120
11551,2920
11552,1150
11553,2380
11554,2220
11555,3020
11556,2460
11557,1820
11558,2620
11559,1750
11560,2020
11561,1240
11562,1380
11563,1920
11564,1680
11565,1400
11566,1240
11567,1410
11568,1440
11569,1230
11570,1550
11571,1760
11572,5000
11573,2140
11574,3510
11575,2010
11576,3390
11577,2160
11578,1300
11579,1280
11580,1840
11581,3200
11582,2800
11583,1390
11584,2600
11585,1960
11586,1250
11587,1250
11588,550
11589,2500
11590,1250
11591,3020
11592,1640
11593,1870
11594,1760
11595,1320
11596,1430
11597,1580
11598,4170
11599,3090
11600,1020
11601,2180
11602,3350
11603,2510
11604,1880
11605,1810
11606,4170
11607,2230
11608,3650
11609,2830
11610,2120
11611,2090
11612,2600
11613,830
11614,1975
11615,1900
11616,2640
11617,1610
11618,1770
11619,1070
11620,4590
11621,1540
11622,1590
11623,1170
11624,2880
11625,2510
11626,1280
11627,1570
11628,740
11629,1740
11630,1180
11631,2960
11632,1880
11633,1150
11634,1320
11635,1640
11636,1470
11637,900
11638,1510
11639,1440
11640,1380
11641,1150
11642,3610
11643,1250
11644,3510
11645,2260
11646,2840
11647,1430
11648,1420
11649,2120
11650,2080
11651,1370
11652,1900
11653,1660
11654,1310
11655,1840
11656,1040
11657,2610
11658,1990
11659,3080
11660,1200
11661,1250
11662,2640
11663,1790
11664,1140
11665,1790
11666,1910
11667,1530
11668,1050
11669,1730
11670,1100
11671,2100
11672,2800
11673,5000
11674,880
11675,1470
11676,3950
11677,980
11678,2180
11679,3040
11680,4130
11681,1850
11682,1600
11683,2070
11684,3180
11685,6900
11686,2640
11687,1920
11688,2030
11689,1140
11690,1660
11691,1390
11692,2490
11693,2550
11694,1270
11695,2980
11696,1470
11697,3550
11698,780
11699,1390
11700,2440
11701,1260
11702,1640
11703,1670
11704,2380
11705,1030
11706,1560
11707,1640
11708,2200
11709,3190
11710,1200
11711,2250
11712,1960
11713,1250
11714,2640
11715,2460
11716,1700
11717,840
11718,1900
11719,2160
11720,1610
11721,1720
11722,2190
11723,3020
11724,1980
11725,1880
11726,1610
11727,3260
11728,3970
11729,4570
11730,2620
11731,1180
11732,1365
11733,720
11734,1350
11735,3060
11736,1850
11737,1320
11738,1990
11739,610
11740,2500
11741,1440
11742,2750
11743,1790
11744,1050
11745,1780
11746,2200
11747,1720
11748,5840
11749,1520
11750,1320
11751,1070
11752,1990
11753,4980
11754,890
11755,1440
11756,2440
11757,1800
11758,2260
11759,810
11760,2240
11761,4560
11762,1550
11763,3180
11764,2950
11765,2190
11766,1570
11767,3420
11768,2420
11769,1570
11770,3680
11771,1910
11772,1780
11773,2160
11774,1460
11775,1370
11776,1370
11777,1500
11778,1210
11779,2850
11780,1090
11781,1450
11782,1820
11783,1320
11784,1670
11785,1440
11786,980
11787,4340
11788,2860
11789,1140
11790,1120
11791,1460
11792,2050
11793,1250
11794,2520
11795,2580
11796,1200
11797,2140
11798,3440
11799,1800
11800,1790
11801,1250
11802,800
11803,1410
11804,1330
11805,2890
11806,2550
11807,2880
11808,660
11809,1470
11810,1700
11811,1040
11812,880
11813,2490
11814,1210
11815,2080
11816,1380
11817,1620
11818,1680
11819,1330
11820,1730
11821,790
11822,2240
11823,1500
11824,1800
11825,1980
11826,1340
11827,750
11828,1790
11829,5490
11830,1940
11831,2670
11832,1220
11833,1310
11834,1930
11835,2100
11836,1180
11837,4320
11838,3140
11839,2320
11840,2110
11841,1790
11842,1740
11843,3820
11844,2050
11845,1680
11846,1930
11847,3760
11848,2370
11849,2120
11850,2370
11851,2350
11852,1180
11853,2270
11854,1830
11855,3910
11856,890
11857,1820
11858,2440
11859,1110
11860,1870
11861,1240
11862,1560
11863,1910
11864,2200
11865,2530
11866,1130
11867,820
11868,960
11869,1980
11870,3370
11871,7420
11872,1800
11873,3990
11874,4070
11875,1640
11876,3730
11877,1220
11878,3490
11879,1730
11880,3430
11881,2320
11882,2030
11883,4850
11884,1340
11885,1130
11886,1180
11887,910
11888,1630
11889,710
11890,1520
11891,2820
11892,1970
11893,2240
11894,1860
11895,1780
11896,1788
11897,1880
11898,2300
11899,1610
11900,2270
11901,1230
11902,3420
11903,1670
11904,1120
11905,2580
11906,3847
11907,3630
11908,3580
11909,4050
11910,3240
11911,1540
11912,2550
11913,2340
11914,2320
11915,1640
11916,910
11917,2550
11918,2660
11919,1480
11920,2810
11921,830
11922,3510
11923,2480
11924,3720
11925,2150
11926,2370
11927,4310
11928,2990
11929,1350
11930,2370
11931,1410
11932,1170
11933,1800
11934,3650
11935,1490
11936,3610
11937,2050
11938,1092
11939,2010
11940,1680
11941,2510
11942,2280
11943,2510
11944,3190
11945,4690
11946,1850
11947,4160
11948,2220
11949,2870
11950,3950
11951,1740
11952,4780
11953,3160
11954,1990
11955,3920
11956,960
11957,1540
11958,1970
11959,1880
11960,2000
11961,1990
11962,1400
11963,3190
11964,1000
11965,1670
11966,2100
11967,1010
11968,2030
11969,1090
11970,2440
11971,2500
11972,3420
11973,2850
11974,2030
11975,4590
11976,2230
11977,1810
11978,4000
11979,1490
11980,4225
11981,2120
11982,1030
11983,2310
11984,1830
11985,2120
11986,2500
11987,2470
11988,940
11989,3260
11990,1660
11991,4370
11992,2620
11993,1500
11994,910
11995,1430
11996,900
11997,1250
11998,3850
11999,3450
12000,3950
12001,1950
12002,1700
12003,2370
12004,1600
12005,4060
12006,1322
12007,1140
12008,1280
12009,3080
12010,1210
12011,1950
12012,1450
12013,1590
12014,1240
12015,1440
12016,3470
12017,5100
12018,2430
12019,2420
12020,1510
12021,1200
12022,2240
12023,1870
12024,1110
12025,3210
12026,2090
12027,1320
12028,1340
12029,1020
12030,1220
12031,1220
12032,1390
12033,2970
12034,1440
12035,1550
12036,1904
12037,1400
12038,2140
12039,1320
12040,2620
12041,2300
12042,2000
12043,2960
12044,2700
12045,1740
12046,1770
12047,1290
12048,1450
12049,1420
12050,1330
12051,1760
12052,2010
12053,2560
12054,1260
12055,2420
12056,1010
12057,1770
12058,890
12059,1670
12060,1360
12061,2120
12062,1910
12063,1480
12064,1090
12065,1670
12066,1670
12067,3650
12068,1970
12069,1320
12070,1710
12071,1740
12072,2200
12073,2010
12074,3910
12075,470
12076,2330
12077,1930
12078,3270
12079,1650
12080,2220
12081,2470
12082,1300
12083,2530
12084,2400
12085,1500
12086,1700
12087,2120
12088,2240
12089,1540
12090,1890
12091,1260
12092,1160
12093,1300
12094,3220
12095,2020
12096,2990
12097,1420
12098,1020
12099,2400
12100,3640
12101,1550
12102,1870
12103,2340
12104,3350
12105,1710
12106,1180
12107,1600
12108,1300
12109,1040
12110,1220
12111,2240
12112,1420
12113,1580
12114,2390
12115,2260
12116,1890
12117,1830
12118,1000
12119,2180
12120,2320
12121,840
12122,840
12123,2350
12124,2040
12125,2370
12126,1590
12127,1380
12128,1940
12129,3320
12130,1090
12131,1650
12132,1110
12133,2110
12134,1850
12135,600
12136,2760
12137,2970
12138,2300
12139,2030
12140,2160
12141,1650
12142,3140
12143,2690
12144,1940
12145,1220
12146,1300
12147,1660
12148,3390
12149,2310
12150,950
12151,2400
12152,1780
12153,1280
12154,1930
12155,2560
12156,920
12157,1900
12158,2270
12159,2080
12160,1460
12161,1670
12162,2810
12163,2370
12164,1700
12165,1630
12166,2930
12167,860
12168,1980
12169,2080
12170,1060
12171,1590
12172,1980
12173,1720
12174,1350
12175,2080
12176,2090
12177,2030
12178,2680
12179,1820
12180,1300
12181,2210
12182,1400
12183,2040
12184,2420
12185,1920
12186,3860
12187,2760
12188,3450
12189,1040
12190,2220
12191,2470
12192,1300
12193,1960
12194,2040
12195,3030
12196,2260
12197,2670
12198,1520
12199,3610
12200,1130
12201,1480
12202,3540
12203,2100
12204,3366
12205,1810
12206,1680
12207,2450
12208,1150
12209,1150
12210,3240
12211,3480
12212,2800
12213,3240
12214,1480
12215,1700
12216,1240
12217,3720
12218,1910
12219,2120
12220,3020
12221,2250
12222,1650
12223,880
12224,1860
12225,3840
12226,2192
12227,1590
12228,3700
12229,3670
12230,1630
12231,4230
12232,1060
12233,2700
12234,2110
12235,3720
12236,3440
12237,2420
12238,1090
12239,2910
12240,1050
12241,1610
12242,1760
12243,1540
12244,2580
12245,1370
12246,1440
12247,1410
12248,1980
12249,2440
12250,1350
12251,3130
12252,880
12253,1920
12254,2700
12255,1670
12256,3470
12257,1820
12258,1310
12259,1790
12260,2460
12261,1060
12262,1340
12263,1480
12264,3500
12265,2910
12266,1940
12267,2280
12268,1190
12269,1260
12270,2270
12271,1990
12272,1500
12273,2060
12274,1950
12275,1790
12276,1520
12277,3240
12278,2440
12279,2220
12280,2640
12281,1450
12282,1550
12283,6200
12284,2810
12285,2080
12286,1370
12287,2920
12288,1000
12289,1210
12290,2790
12291,1660
12292,1650
12293,1300
12294,1090
12295,2660
12296,940
12297,2750
12298,3850
12299,860
12300,2070
12301,2290
12302,2340
12303,2680
12304,1710
12305,1800
12306,1510
12307,1700
12308,1350
12309,2140
12310,2700
12311,920
12312,1500
12313,1510
12314,1980
12315,4500
12316,3220
12317,1140
12318,1490
12319,4360
12320,960
12321,2253
12322,770
12323,1310
12324,980
12325,1820
12326,3980
12327,3010
12328,1830
12329,2550
12330,800
12331,2890
12332,1810
12333,1810
12334,940
12335,1810
12336,2550
12337,2370
12338,1370
12339,1370
12340,1200
12341,2100
12342,2020
12343,1570
12344,1140
12345,1830
12346,1010
12347,1770
12348,2120
12349,3190
12350,2780
12351,3350
12352,3450
12353,1060
12354,1670
12355,2251
12356,1770
12357,1510
12358,1770
12359,1260
12360,1710
12361,2290
12362,790
12363,1820
12364,3180
12365,5280
12366,3240
12367,2390
12368,2500
12369,2290
12370,7440
12371,1600
12372,1120
12373,1340
12374,1670
12375,2830
12376,2700
12377,910
12378,910
12379,2370
12380,880
12381,2050
12382,1180
12383,1070
12384,1380
12385,2680
12386,2100
12387,4133
12388,920
12389,920
12390,1750
12391,1950
12392,1660
12393,2670
12394,980
12395,1780
12396,2370
12397,1640
12398,2610
12399,2030
12400,2590
12401,1620
12402,2040
12403,810
12404,1270
12405,1470
12406,1720
12407,1320
12408,1358
12409,2070
12410,2910
12411,1370
12412,2340
12413,2290
12414,1650
12415,650
12416,2300
12417,620
12418,620
12419,1400
12420,1800
12421,1300
12422,2360
12423,3320
12424,1480
12425,2190
12426,3740
12427,1360
12428,1210
12429,4610
12430,860
12431,2250
12432,2030
12433,3260
12434,1840
12435,1840
12436,2000
12437,2810
12438,1780
12439,2540
12440,2340
12441,1480
12442,1358
12443,1750
12444,1830
12445,1170
12446,3170
12447,1530
12448,1100
12449,2030
12450,1870
12451,3080
12452,2480
12453,910
12454,810
12455,3990
12456,1430
12457,2190
12458,2290
12459,3020
12460,2260
12461,2020
12462,2620
12463,2830
12464,1700
12465,1110
12466,2150
12467,2650
12468,3870
12469,2530
12470,1450
12471,2200
12472,1890
12473,1530
12474,1590
12475,2690
12476,990
12477,1300
12478,1720
12479,2080
12480,1840
12481,4010
12482,3560
12483,1640
12484,530
12485,1990
12486,1690
12487,2670
12488,1930
12489,810
12490,1550
12491,2640
12492,2320
12493,2170
12494,2080
12495,2070
12496,800
12497,2040
12498,2830
12499,1480
12500,1810
12501,1970
12502,2650
12503,2820
12504,1400
12505,1580
12506,1800
12507,3360
12508,1510
12509,4285
12510,1610
12511,2470
12512,1200
12513,1260
12514,920
12515,2540
12516,1870
12517,3060
12518,1950
12519,1730
12520,2570
12521,1490
12522,2040
12523,2690
12524,1610
12525,2520
12526,1550
12527,1800
12528,1170
12529,900
12530,2800
12531,1830
12532,1380
12533,1990
12534,1170
12535,1400
12536,2620
12537,880
12538,2260
12539,1300
12540,1450
12541,1110
12542,1890
12543,1100
12544,1350
12545,3020
12546,730
12547,1390
12548,2710
12549,1530
12550,2170
12551,790
12552,1160
12553,1080
12554,2190
12555,2030
12556,2480
12557,2240
12558,1650
12559,1700
12560,2790
12561,3010
12562,2550
12563,2880
12564,2090
12565,740
12566,960
12567,2100
12568,2540
12569,1650
12570,770
12571,2280
12572,1660
12573,2020
12574,970
12575,2480
12576,1250
12577,4430
12578,740
12579,710
12580,1970
12581,820
12582,1000
12583,3080
12584,2410
12585,2370
12586,4690
12587,2280
12588,1530
12589,3610
12590,1740
12591,3600
12592,3130
12593,3940
12594,2200
12595,1510
12596,1560
12597,1870
12598,2070
12599,1660
12600,2010
12601,1410
12602,1820
12603,2560
12604,2450
12605,3110
12606,2210
12607,2630
12608,2350
12609,4450
12610,1200
12611,1210
12612,1290
12613,3490
12614,3360
12615,2660
12616,770
12617,1800
12618,2900
12619,1430
12620,2550
12621,1310
12622,1430
12623,1880
12624,1600
12625,1760
12626,1180
12627,2330
12628,1960
12629,1140
12630,1400
12631,2710
12632,3510
12633,910
12634,2090
12635,1410
12636,3050
12637,2010
12638,2120
12639,1270
12640,1670
12641,1800
12642,1640
12643,1740
12644,1600
12645,1280
12646,1480
12647,1980
12648,3730
12649,900
12650,3480
12651,2840
12652,2490
12653,1490
12654,1510
12655,2900
12656,2240
12657,2040
12658,1460
12659,990
12660,1970
12661,2660
12662,870
12663,1740
12664,2290
12665,2170
12666,2040
12667,1770
12668,2380
12669,2030
12670,2270
12671,1390
12672,1530
12673,1430
12674,2030
12675,2390
12676,2540
12677,1890
12678,1870
12679,1780
12680,1610
12681,1420
12682,4440
12683,1820
12684,1620
12685,870
12686,1830
12687,2290
12688,1110
12689,1440
12690,3070
12691,2440
12692,2410
12693,2270
12694,2340
12695,1800
12696,2210
12697,1820
12698,1190
12699,1400
12700,2600
12701,910
12702,1760
12703,860
12704,2310
12705,2000
12706,2460
12707,1020
12708,1670
12709,790
12710,2010
12711,2600
12712,1890
12713,4600
12714,2008
12715,880
12716,1700
12717,1730
12718,3910
12719,2160
12720,1200
12721,3860
12722,1320
12723,1280
12724,1100
12725,2170
12726,2720
12727,2520
12728,2560
12729,2650
12730,2870
12731,1230
12732,1450
12733,3180
12734,1800
12735,2020
12736,620
12737,2190
12738,1980
12739,2970
12740,2270
12741,1630
12742,1520
12743,2080
12744,3020
12745,2180
12746,1780
12747,1370
12748,3050
12749,1490
12750,1800
12751,1760
12752,1770
12753,2910
12754,2880
12755,2520
12756,3190
12757,540
12758,3170
12759,1830
12760,1360
12761,1870
12762,1370
12763,1700
12764,1960
12765,4140
12766,1290
12767,2460
12768,1580
12769,700
12770,2410
12771,2180
12772,1950
12773,2630
12774,2050
12775,790
12776,1070
12777,13540
12778,2320
12779,2670
12780,700
12781,860
12782,3490
12783,1160
12784,3650
12785,1550
12786,2620
12787,720
12788,1380
12789,1170
12790,1170
12791,1630
12792,1890
12793,1010
12794,2040
12795,4080
12796,1270
12797,790
12798,2580
12799,2290
12800,3490
12801,1510
12802,2400
12803,900
12804,1270
12805,1050
12806,2950
12807,1850
12808,1970
12809,2400
12810,2360
12811,1580
12812,1790
12813,2840
12814,1970
12815,1780
12816,3920
12817,1550
12818,2980
12819,1270
12820,3040
12821,2075
12822,1110
12823,800
12824,680
12825,1680
12826,3910
12827,2780
12828,2000
12829,3150
12830,1120
12831,1740
12832,2970
12833,2970
12834,1150
12835,1190
12836,900
12837,2950
12838,1990
12839,1020
12840,2070
12841,1430
12842,2030
12843,1620
12844,4220
12845,2300
12846,3830
12847,2390
12848,1440
12849,910
12850,1550
12851,2380
12852,2060
12853,1880
12854,3470
12855,2360
12856,1970
12857,1040
12858,1420
12859,2290
12860,1530
12861,1360
12862,3680
12863,920
12864,1070
12865,1590
12866,1600
12867,1510
12868,1080
12869,1330
12870,850
12871,1960
12872,6980
12873,1530
12874,1320
12875,2320
12876,960
12877,2040
12878,1080
12879,2020
12880,1780
12881,1140
12882,1610
12883,1440
12884,4270
12885,3460
12886,1890
12887,2240
12888,760
12889,1020
12890,1330
12891,2780
12892,1070
12893,2660
12894,710
12895,3340
12896,1160
12897,2840
12898,2000
12899,1060
12900,1730
12901,2190
12902,1660
12903,2210
12904,870
12905,3100
12906,1720
12907,3120
12908,1040
12909,1650
12910,1010
12911,4020
12912,2166
12913,1880
12914,2260
12915,2010
12916,3330
12917,1520
12918,3510
12919,1580
12920,1460
12921,1460
12922,1650
12923,2660
12924,3510
12925,2120
12926,1780
12927,2000
12928,1300
12929,2180
12930,1790
12931,1910
12932,1800
12933,2620
12934,1440
12935,2790
12936,2340
12937,2070
12938,2160
12939,2090
12940,2040
12941,1950
12942,1200
12943,2240
12944,1360
12945,1500
12946,1300
12947,1140
12948,2930
12949,2140
12950,1628
12951,1990
12952,1950
12953,1910
12954,820
12955,1470
12956,1470
12957,1060
12958,3130
12959,1260
12960,2200
12961,2580
12962,1350
12963,1350
12964,2290
12965,1220
12966,2750
12967,1430
12968,2220
12969,1490
12970,2440
12971,2070
12972,1500
12973,2020
12974,2190
12975,780
12976,1220
12977,1840
12978,2390
12979,3710
12980,750
12981,2110
12982,1020
12983,3080
12984,900
12985,3720
12986,940
12987,1040
12988,1000
12989,2080
12990,2500
12991,1050
12992,1620
12993,1610
12994,2130
12995,1460
12996,1600
12997,1730
12998,2280
12999,2430
13000,1380
13001,1790
13002,3370
13003,2920
13004,2180
13005,1480
13006,2350
13007,2440
13008,1350
13009,1970
13010,1110
13011,2950
13012,2970
13013,720
13014,770
13015,1650
13016,1620
13017,1510
13018,1070
13019,1010
13020,3370
13021,2000
13022,2060
13023,1740
13024,1740
13025,1880
13026,960
13027,3280
13028,1570
13029,2990
13030,1250
13031,1920
13032,2470
13033,960
13034,940
13035,1260
13036,2280
13037,1740
13038,2630
13039,2430
13040,2260
13041,1220
13042,2580
13043,730
13044,760
13045,1740
13046,3420
13047,2240
13048,1920
13049,2020
13050,1880
13051,1010
13052,3990
13053,1390
13054,1230
13055,2940
13056,2190
13057,640
13058,1670
13059,1240
13060,1850
13061,2020
13062,1020
13063,1610
13064,2730
13065,2840
13066,1290
13067,1670
13068,3860
13069,2460
13070,1660
13071,3420
13072,1010
13073,2240
13074,2340
13075,1920
13076,2460
13077,1470
13078,3400
13079,1910
13080,1400
13081,1520
13082,930
13083,2340
13084,2920
13085,1270
13086,2450
13087,1380
13088,2520
13089,2290
13090,1660
13091,2800
13092,1690
13093,1180
13094,1390
13095,2320
13096,2270
13097,2640
13098,1680
13099,990
13100,2770
13101,950
13102,2160
13103,1650
13104,1800
13105,1660
13106,1870
13107,3220
13108,1850
13109,1580
13110,4590
13111,2700
13112,1020
13113,2950
13114,1780
13115,710
13116,4300
13117,2080
13118,2360
13119,2210
13120,4340
13121,1320
13122,1980
13123,3960
13124,2130
13125,1720
13126,1790
13127,1390
13128,1900
13129,1640
13130,2700
13131,2200
13132,1310
13133,2480
13134,3010
13135,2450
13136,1250
13137,2610
13138,2010
13139,3120
13140,1370
13141,2420
13142,1500
13143,2630
13144,950
13145,2680
13146,3680
13147,1270
13148,2330
13149,960
13150,1990
13151,1450
13152,2280
13153,1830
13154,1650
13155,2720
13156,1710
13157,1420
13158,1440
13159,1280
13160,1320
13161,2560
13162,1480
13163,2960
13164,1160
13165,2110
13166,1650
13167,1950
13168,2600
13169,1270
13170,1300
13171,1790
13172,1930
13173,1200
13174,2050
13175,1710
13176,2130
13177,1700
13178,1390
13179,1230
13180,1490
13181,2440
13182,970
13183,1700
13184,1700
13185,1720
13186,1400
13187,2570
13188,1200
13189,4390
13190,1080
13191,1860
13192,2150
13193,2250
13194,2050
13195,1010
13196,5850
13197,1900
13198,1020
13199,3390
13200,1990
13201,3190
13202,1210
13203,3740
13204,2150
13205,2440
13206,1230
13207,2740
13208,2260
13209,1000
13210,2350
13211,2300
13212,1440
13213,2780
13214,1200
13215,3040
13216,2660
13217,1510
13218,1780
13219,2920
13220,1550
13221,2710
13222,1140
13223,940
13224,2160
13225,2470
13226,2800
13227,2420
13228,1460
13229,1820
13230,1520
13231,1320
13232,1920
13233,2640
13234,2650
13235,3640
13236,1420
13237,1540
13238,1550
13239,730
13240,2020
13241,1200
13242,1240
13243,2680
13244,1640
13245,1640
13246,1610
13247,2290
13248,2130
13249,2140
13250,4020
13251,2030
13252,1380
13253,1780
13254,1440
13255,2790
13256,4190
13257,3870
13258,1850
13259,1550
13260,1920
13261,790
13262,3740
13263,1340
13264,1620
13265,1680
13266,1610
13267,4460
13268,1200
13269,1250
13270,3630
13271,4260
13272,2180
13273,1760
13274,1820
13275,2120
13276,2730
13277,2430
13278,1170
13279,2090
13280,3910
13281,1140
13282,1460
13283,2700
13284,670
13285,1880
13286,1980
13287,2080
13288,1380
13289,1808
13290,1350
13291,1760
13292,1950
13293,3170
13294,3000
13295,1460
13296,1350
13297,1470
13298,3350
13299,3350
13300,1360
13301,1020
13302,1840
13303,2030
13304,1490
13305,2060
13306,2240
13307,1460
13308,2140
13309,1420
13310,1060
13311,1760
13312,2320
13313,1770
13314,4590
13315,2040
13316,1260
13317,1650
13318,2380
13319,2750
13320,2810
13321,1340
13322,2420
13323,2160
13324,2450
13325,1870
13326,1000
13327,2240
13328,2200
13329,790
13330,890
13331,1270
13332,1850
13333,1352
13334,1540
13335,1640
13336,1350
13337,2010
13338,2080
13339,1040
13340,1890
13341,1810
13342,1930
13343,1010
13344,1740
13345,2910
13346,1330
13347,2210
13348,2670
13349,1000
13350,3150
13351,1520
13352,1690
13353,1070
13354,910
13355,2130
13356,2230
13357,3560
13358,2590
13359,2040
13360,2100
13361,1340
13362,2770
13363,2400
13364,1140
13365,930
13366,1820
13367,1390
13368,1480
13369,760
13370,1580
13371,1870
13372,1510
13373,1250
13374,2140
13375,1540
13376,2950
13377,2020
13378,2820
13379,1660
13380,1830
13381,720
13382,2160
13383,1510
13384,1870
13385,2860
13386,990
13387,1910
13388,1350
13389,2557
13390,2610
13391,1720
13392,1170
13393,1140
13394,2350
13395,1020
13396,2730
13397,1830
13398,1690
13399,2900
13400,6380
13401,1690
13402,2660
13403,4550
13404,1530
13405,2070
13406,1880
13407,2240
13408,2540
13409,1370
13410,770
13411,7880
13412,2970
13413,740
13414,1360
13415,1280
13416,1920
13417,2020
13418,3310
13419,2950
13420,1320
13421,3160
13422,1640
13423,2440
13424,3000
13425,2810
13426,2390
13427,2080
13428,2650
13429,1060
13430,1940
13431,1080
13432,1700
13433,4440
13434,1580
13435,3630
13436,1290
13437,1960
13438,2090
13439,1960
13440,2120
13441,2290
13442,1880
13443,770
13444,1530
13445,1450
13446,1690
13447,1880
13448,4160
13449,2140
13450,1320
13451,2000
13452,1460
13453,3070
13454,1660
13455,1810
13456,3510
13457,2180
13458,3300
13459,2460
13460,1880
13461,2290
13462,2290
13463,3860
13464,2640
13465,2850
13466,3020
13467,1510
13468,2410
13469,1470
13470,2890
13471,3490
13472,1270
13473,1000
13474,1430
13475,1060
13476,1680
13477,2280
13478,2450
13479,3650
13480,830
13481,3490
13482,1050
13483,1170
13484,1220
13485,1310
13486,3130
13487,1590
13488,1720
13489,2520
13490,1520
13491,3260
13492,3910
13493,3480
13494,3040
13495,2030
13496,3870
13497,1870
13498,2640
13499,1940
13500,1710
13501,1690
13502,2340
13503,1700
13504,1850
13505,1370
13506,2900
13507,2400
13508,3740
13509,2170
13510,970
13511,2620
13512,2980
13513,2340
13514,1880
13515,1480
13516,2240
13517,2940
13518,710
13519,1460
13520,1530
13521,2630
13522,2230
13523,960
13524,1180
13525,1760
13526,1340
13527,2800
13528,4330
13529,3720
13530,1670
13531,1100
13532,3240
13533,1680
13534,1030
13535,1630
13536,2610
13537,1250
13538,1480
13539,1390
13540,1940
13541,2960
13542,4320
13543,1500
13544,840
13545,3560
13546,2390
13547,1200
13548,2570
13549,2180
13550,3450
13551,2020
13552,2480
13553,1140
13554,1530
13555,1700
13556,2150
13557,1190
13558,1730
13559,1400
13560,2200
13561,960
13562,1770
13563,2970
13564,1590
13565,3350
13566,3370
13567,1960
13568,1360
13569,2780
13570,3000
13571,3600
13572,990
13573,2990
13574,1200
13575,1530
13576,1440
13577,1940
13578,2140
13579,2330
13580,2734
13581,1950
13582,1440
13583,1530
13584,1910
13585,1750
13586,1600
13587,1750
13588,940
13589,880
13590,1650
13591,3820
13592,1900
13593,3720
13594,1410
13595,960
13596,1930
13597,3420
13598,3010
13599,1780
13600,2080
13601,1250
13602,2257
13603,1670
13604,2250
13605,1650
13606,2880
13607,3620
13608,1950
13609,2280
13610,1740
13611,1220
13612,2260
13613,1790
13614,2440
13615,1400
13616,1810
13617,1400
13618,1400
13619,2010
13620,2520
13621,3060
13622,2150
13623,2880
13624,1300
13625,2770
13626,1780
13627,3730
13628,930
13629,930
13630,1460
13631,1310
13632,2770
13633,3140
13634,1770
13635,1220
13636,2190
13637,1800
13638,3100
13639,2270
13640,1300
13641,1769
13642,3370
13643,1630
13644,2470
13645,2600
13646,1800
13647,2240
13648,1960
13649,1710
13650,2140
13651,1400
13652,890
13653,1820
13654,1860
13655,1220
13656,2300
13657,1520
13658,1440
13659,1170
13660,1170
13661,3200
13662,4470
13663,2570
13664,2370
13665,1800
13666,2300
13667,3240
13668,2280
13669,1870
13670,1820
13671,2390
13672,2110
13673,980
13674,1250
13675,3680
13676,2230
13677,1230
13678,2093
13679,1660
13680,1630
13681,1677
13682,2990
13683,2150
13684,2890
13685,3050
13686,1410
13687,2280
13688,1260
13689,1460
13690,1600
13691,2020
13692,1170
13693,1170
13694,1280
13695,2680
13696,1770
13697,4790
13698,1300
13699,2610
13700,4500
13701,2100
13702,1340
13703,970
13704,2200
13705,990
13706,1180
13707,980
13708,2370
13709,1910
13710,5270
13711,1430
13712,2490
13713,2000
13714,2600
13715,2880
13716,1010
13717,3290
13718,1530
13719,2020
13720,1340
13721,2180
13722,2870
13723,2070
13724,930
13725,2270
13726,1630
13727,2770
13728,4010
13729,1970
13730,790
13731,1740
13732,1130
13733,1180
13734,2350
13735,2350
13736,1850
13737,3220
13738,2050
13739,1430
13740,3210
13741,3520
13742,2260
13743,3290
13744,1640
13745,1580
13746,1940
13747,1580
13748,1750
13749,1810
13750,1970
13751,1770
13752,1800
13753,1500
13754,940
13755,2340
13756,840
13757,840
13758,2940
13759,3180
13760,2020
13761,820
13762,4060
13763,2660
13764,1010
13765,710
13766,980
13767,1100
13768,2840
13769,2300
13770,5370
13771,2280
13772,1010
13773,1420
13774,2100
13775,3110
13776,2160
13777,820
13778,4340
13779,2100
13780,1250
13781,3870
13782,1360
13783,1400
13784,1450
13785,1880
13786,1380
13787,2910
13788,1380
13789,3100
13790,1400
13791,1650
13792,840
13793,2550
13794,2820
13795,1710
13796,820
13797,2620
13798,2430
13799,1560
13800,3060
13801,1680
13802,3320
13803,2390
13804,1360
13805,1800
13806,1160
13807,4160
13808,1660
13809,1410
13810,2230
13811,1700
13812,2070
13813,2300
13814,3040
13815,1220
13816,960
13817,1480
13818,1560
13819,1100
13820,900
13821,2400
13822,2320
13823,2570
13824,1300
13825,2930
13826,720
13827,2350
13828,2940
13829,2020
13830,1430
13831,950
13832,1250
13833,1300
13834,2520
13835,1330
13836,2480
13837,3020
13838,1770
13839,1930
13840,1650
13841,2580
13842,2570
13843,2880
13844,2660
13845,1560
13846,3080
13847,2540
13848,3080
13849,2190
13850,2930
13851,2880
13852,2160
13853,2110
13854,1830
13855,3180
13856,1880
13857,1140
13858,1798
13859,1670
13860,2580
13861,3720
13862,2790
13863,2190
13864,2280
13865,1100
13866,2180
13867,2770
13868,1980
13869,4180
13870,3030
13871,1690
13872,1990
13873,2250
13874,2080
13875,2460
13876,2588
